-0.0439783	-0.01221	0.0349166	-0.01642	-0.0236588	0.0164363	-0.0224765	0.00798493	0.00733305	-0.00751592	-0.0157522	0.0181682	0.00670628	-0.0275052	-0.0361212	0.0497675	0.0191666	0.0102657	0.00388505	-0.0392841	0.0111655	-0.0466564	-0.0144416	0.0185248	-0.0200436	-0.0496741	0.0125726	-0.0470045	0.0357496	-0.00220662	0.0285487	-0.0195997
0.600281	0.667428	-0.472885	0.735608	0.558837	0.663566	-0.566399	0.660138	0.426743	0.774061	-0.788754	0.924893	0.706665	-0.537424	-0.626769	0.65051	-0.642281	0.530242	-0.636146	-0.55415	-0.766293	-0.709879	0.591022	0.693522	0.644311	0.746948	-0.645841	0.647409	-0.555779	-0.581605	0.530923	0.685353
0.703748	0.67381	-0.758001	0.730118	0.543798	0.680184	-0.637387	0.66184	0.634656	0.810621	-0.757862	0.875303	0.67954	-0.561492	-0.570556	0.67093	-0.575104	0.687834	-0.67973	-0.522441	-0.613125	-0.708281	0.601912	0.527859	0.618706	0.649107	-0.614039	0.522015	-0.571748	-0.63046	0.588449	0.538937
0.728463	0.567939	-0.688628	0.605143	0.505061	0.633496	-0.669356	0.568596	0.533191	0.619167	-0.723737	0.751131	0.704737	-0.68064	-0.612964	0.654319	-0.692513	0.690831	-0.643272	-0.792565	-0.746027	-0.813499	0.52697	0.782662	0.724332	0.713532	-0.736077	0.547667	-0.601505	-0.715611	0.502107	0.559958
0.630797	0.55424	-0.699447	0.667546	0.719976	0.565229	-0.598263	0.587314	0.643809	0.520991	-0.529823	0.744755	0.682782	-0.577522	-0.669968	0.665353	-0.64394	0.629421	-0.688312	-0.662243	-0.822744	-0.59909	0.666685	0.656023	0.68237	0.577385	-0.549639	0.607534	-0.67751	-0.601968	0.558234	0.560314
0.685761	0.609087	-0.62163	0.694499	0.742381	0.604445	-0.633783	0.55939	0.721296	0.722981	-0.714754	0.892769	0.645884	-0.668979	-0.579208	0.580018	-0.695693	0.533068	-0.564033	-0.52803	-0.724094	-0.676693	0.568344	0.65669	0.558892	0.616701	-0.562685	0.649234	-0.636275	-0.549523	0.573926	0.66915
0.680251	0.634231	-0.468436	0.733741	0.66777	0.640395	-0.634751	0.70895	0.683356	0.620112	-0.640417	0.280989	0.588402	-0.672192	-0.707376	0.612061	-0.693739	0.690881	-0.709736	-0.641455	-0.494245	-0.676687	0.678912	0.65651	0.741966	0.757654	-0.681139	0.672895	-0.592492	-0.652878	0.688955	0.572145
0.653221	0.569753	-0.501516	0.520804	0.732871	0.526105	-0.640401	0.690246	0.706178	0.673831	-0.615789	0.99113	0.517048	-0.647226	-0.570665	0.57663	-0.564856	0.594078	-0.644803	-0.639709	-0.665881	-0.592232	0.707227	0.613558	0.675357	0.701864	-0.529072	0.609626	-0.694541	-0.662819	0.703442	0.543334
0.511189	0.645454	-0.648252	0.732541	0.855174	0.631565	-0.669919	0.768885	0.916306	0.11658	-0.950083	0.164573	0.518532	-0.72627	-0.824313	0.748887	-0.732835	0.742238	-0.668901	-0.723271	0.253736	-0.516381	0.706367	0.683572	0.528504	0.6131	-0.88272	0.832825	-0.549974	-0.57427	0.515262	0.717062
0.479322	0.801536	-0.892577	0.143487	0.407217	0.80499	-0.814199	0.831569	0.826747	0.840925	0.0841779	0.196146	0.202616	-0.628223	-0.807952	0.780902	-0.795527	0.645524	-0.636774	-0.763565	0.017653	-0.79122	0.737313	0.620384	0.43204	0.536615	-0.748408	0.682741	-0.615943	-0.612206	0.811303	0.732512
0.653467	0.587868	-0.619809	0.58849	0.654413	0.616685	-0.556182	0.639914	0.754843	0.816436	-0.687882	0.875516	0.597587	-0.593116	-0.620414	0.604449	-0.562587	0.575226	-0.598642	-0.593836	-0.88056	-0.727325	0.584915	0.645283	0.685321	0.51439	-0.595541	0.672279	-0.641127	-0.608512	0.65699	0.595088
0.567609	0.608917	-0.622822	0.649214	0.764614	0.660288	-0.573778	0.507743	0.605765	0.844211	-0.462953	0.496949	0.713471	-0.528705	-0.647842	0.6381	-0.533433	0.647363	-0.649778	-0.632232	-0.791897	-0.688823	0.547019	0.497834	0.666851	0.691712	-0.639692	0.714755	-0.645892	-0.55651	0.649591	0.678506
0.684381	0.602534	-0.731485	0.691643	0.768308	0.522622	-0.538885	0.588539	0.691515	0.736856	-0.468689	0.566079	0.661264	-0.613169	-0.606424	0.682822	-0.591198	0.620654	-0.639759	-0.509571	-0.582025	-0.719639	0.610089	0.601049	0.585715	0.707656	-0.524388	0.687677	-0.675895	-0.683688	0.652623	0.6413
0.579181	0.651635	-0.735367	0.601029	0.717144	0.680902	-0.64016	0.589967	0.738412	0.780456	-0.644942	0.50404	0.695154	-0.661915	-0.620808	0.523171	-0.627668	0.5203	-0.646381	-0.564835	-0.744131	-0.620988	0.545343	0.598775	0.672427	0.650932	-0.610264	0.552586	-0.645122	-0.574982	0.638354	0.614239
0.597924	0.644508	-0.738946	0.7368	0.629947	0.722864	-0.720092	0.673225	0.625307	0.702177	-0.826857	0.824969	0.667331	-0.704566	-0.539922	0.545185	-0.645099	0.665272	-0.520526	-0.578373	-0.452009	-0.5396	0.665586	0.70882	0.627621	0.598203	-0.638241	0.573148	-0.68787	-0.66767	0.53763	0.669225
0.556715	0.568535	-0.818676	0.801441	0.639503	0.68734	-0.545216	0.519406	0.596171	0.69683	-0.81628	0.376816	0.732387	-0.747146	-0.561153	0.647521	-0.570126	0.551005	-0.609577	-0.595643	-0.843863	-0.403141	0.611864	0.683651	0.6492	0.666158	-0.697653	0.544321	-0.733809	-0.677695	0.66655	0.594785
0.569806	0.608297	-0.638405	0.765291	0.752717	0.549743	-0.669345	0.529374	0.569408	0.615751	-0.515716	0.942354	0.575887	-0.697342	-0.576883	0.531829	-0.727017	0.643776	-0.539408	-0.602444	-0.719271	-0.561684	0.675075	0.541512	0.662283	0.669535	-0.615628	0.68482	-0.602262	-0.586612	0.699702	0.634958
